"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"ASV252"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Solibacterales"	"Solibacteraceae"	"Candidatus Solibacter"	NA
"ASV253"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"Gaiellales"	NA	NA	NA
"ASV255"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Planococcaceae"	"Paenisporosarcina"	NA
"ASV256"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria Incertae Sedis"	"Unknown Family"	"Acidibacter"	NA
"ASV257"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Chthoniobacterales"	"Chthoniobacteraceae"	"Candidatus Udaeobacter"	NA
"ASV258"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"Gaiellales"	"Gaiellaceae"	"Gaiella"	NA
"ASV259"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Acidobacteriales"	NA	NA	NA
"ASV260"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Micropepsales"	"Micropepsaceae"	NA	NA
"ASV262"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Marmoricola"	NA
"ASV263"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Acidobacteriales"	"Acidobacteriaceae (Subgroup 1)"	"Occallatibacter"	NA
"ASV264"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Bryobacterales"	"Bryobacteraceae"	"Bryobacter"	NA
"ASV265"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Beijerinckiaceae"	"Roseiarcus"	NA
"ASV266"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Pseudaminobacter"	NA
"ASV267"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Bryobacterales"	"Bryobacteraceae"	"Bryobacter"	NA
"ASV268"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Isosphaerales"	"Isosphaeraceae"	"Tundrisphaera"	NA
"ASV269"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"Solirubrobacterales"	"Solirubrobacteraceae"	"Conexibacter"	NA
"ASV270"	"Bacteria"	"Acidobacteriota"	"Vicinamibacteria"	"Vicinamibacterales"	NA	NA	NA
"ASV271"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"Solirubrobacterales"	"Solirubrobacteraceae"	"Conexibacter"	NA
"ASV272"	"Bacteria"	"Myxococcota"	"Polyangia"	"Haliangiales"	"Haliangiaceae"	"Haliangium"	NA
"ASV273"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Beijerinckiaceae"	"Roseiarcus"	NA
"ASV275"	"Bacteria"	"Actinobacteriota"	"MB-A2-108"	NA	NA	NA	NA
"ASV276"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria Incertae Sedis"	"Unknown Family"	"Acidibacter"	NA
"ASV277"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Xanthobacteraceae"	NA	NA
"ASV278"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	NA	NA
"ASV279"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Acidobacteriales"	"Acidobacteriaceae (Subgroup 1)"	"Granulicella"	NA
"ASV281"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria Incertae Sedis"	"Unknown Family"	"Acidibacter"	NA
"ASV282"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"A21b"	NA	NA
"ASV283"	"Bacteria"	"Acidobacteriota"	"Blastocatellia"	"Pyrinomonadales"	"Pyrinomonadaceae"	"RB41"	NA
"ASV284"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV286"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	NA	NA	NA	NA
"ASV288"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Solibacterales"	"Solibacteraceae"	"Candidatus Solibacter"	NA
"ASV289"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	NA	NA
"ASV291"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Acidothermaceae"	"Acidothermus"	NA
"ASV292"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Solibacterales"	"Solibacteraceae"	"Candidatus Solibacter"	NA
"ASV293"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Mucilaginibacter"	NA
"ASV295"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Acidobacteriales"	NA	NA	NA
"ASV296"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Acidobacteriales"	NA	NA	NA
"ASV298"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Chthoniobacterales"	"Chthoniobacteraceae"	"Candidatus Udaeobacter"	NA
"ASV299"	"Bacteria"	"Chloroflexi"	"KD4-96"	NA	NA	NA	NA
"ASV300"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Acidobacteriales"	"Acidobacteriaceae (Subgroup 1)"	"Edaphobacter"	NA
"ASV301"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Mucilaginibacter"	NA
"ASV302"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Acidobacteriales"	NA	NA	NA
"ASV303"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	NA	NA
"ASV304"	"Bacteria"	"Acidobacteriota"	"Vicinamibacteria"	"Vicinamibacterales"	NA	NA	NA
"ASV305"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"Solirubrobacterales"	"Solirubrobacteraceae"	NA	NA
"ASV306"	"Bacteria"	"Acidobacteriota"	"Vicinamibacteria"	"Vicinamibacterales"	NA	NA	NA
"ASV307"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Acidobacteriales"	"Koribacteraceae"	"Candidatus Koribacter"	NA
"ASV308"	"Bacteria"	"Acidobacteriota"	"Vicinamibacteria"	"Vicinamibacterales"	NA	NA	NA
"ASV309"	"Bacteria"	"Acidobacteriota"	"Vicinamibacteria"	"Vicinamibacterales"	NA	NA	NA
"ASV310"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Rhodoferax"	NA
"ASV311"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Bryobacterales"	"Bryobacteraceae"	"Bryobacter"	NA
"ASV312"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Ellin6055"	NA
"ASV313"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"IMCC26256"	NA	NA	NA
"ASV314"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Micropepsales"	"Micropepsaceae"	NA	NA
"ASV315"	"Bacteria"	"RCP2-54"	NA	NA	NA	NA	NA
"ASV316"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Chthoniobacterales"	"Chthoniobacteraceae"	"Candidatus Udaeobacter"	NA
"ASV317"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Pedosphaerales"	"Pedosphaeraceae"	NA	NA
"ASV318"	"Bacteria"	"Myxococcota"	"Polyangia"	"Polyangiales"	"Polyangiaceae"	"Aetherobacter"	"rufus"
"ASV319"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Pedosphaerales"	"Pedosphaeraceae"	"ADurb.Bin063-1"	NA
"ASV320"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Subgroup 2"	NA	NA	NA
"ASV321"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Mucilaginibacter"	NA
"ASV322"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Ferruginibacter"	NA
"ASV323"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Gemmatales"	"Gemmataceae"	NA	NA
"ASV324"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Isosphaerales"	"Isosphaeraceae"	"Aquisphaera"	NA
"ASV325"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Nitrosomonadaceae"	"Ellin6067"	NA
"ASV326"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Acidobacteriales"	NA	NA	NA
"ASV327"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Chthoniobacterales"	"Chthoniobacteraceae"	"Chthoniobacter"	NA
"ASV328"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"AKYH767"	NA	NA
"ASV329"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Chthoniobacterales"	"Chthoniobacteraceae"	"Candidatus Udaeobacter"	NA
"ASV330"	"Bacteria"	"Acidobacteriota"	"Vicinamibacteria"	"Vicinamibacterales"	NA	NA	NA
"ASV331"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Phenylobacterium"	NA
"ASV332"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Beijerinckiaceae"	"Methylocapsa"	NA
"ASV333"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"Ktedonobacteraceae"	"HSB OF53-F07"	NA
"ASV334"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Uliginosibacterium"	NA
"ASV335"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Acetobacterales"	"Acetobacteraceae"	NA	NA
"ASV337"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Acidobacteriales"	NA	NA	NA
"ASV338"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	NA	NA	NA
"ASV339"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Acetobacterales"	"Acetobacteraceae"	"Acidocella"	NA
"ASV340"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Gemmatales"	"Gemmataceae"	NA	NA
"ASV341"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Nitrosomonadaceae"	"Ellin6067"	NA
"ASV342"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Acidobacteriales"	NA	NA	NA
"ASV343"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Diplorickettsiales"	"Diplorickettsiaceae"	"Rickettsiella"	NA
"ASV344"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Chthoniobacterales"	"Chthoniobacteraceae"	"Chthoniobacter"	NA
"ASV345"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Mucilaginibacter"	NA
"ASV346"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Subgroup 2"	NA	NA	NA
"ASV347"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	NA
"ASV348"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Nitrosomonadaceae"	"IS-44"	NA
"ASV349"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Methylophilaceae"	"Methylotenera"	NA
"ASV350"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	NA
"ASV351"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Nitrosomonadaceae"	"IS-44"	NA
"ASV352"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Acidobacteriales"	NA	NA	NA
"ASV353"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Acidobacteriales"	"Acidobacteriaceae (Subgroup 1)"	"Terracidiphilus"	NA
"ASV354"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Parafilimonas"	NA
"ASV355"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Xanthobacteraceae"	"Bradyrhizobium"	NA
"ASV356"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA
"ASV357"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	NA	NA	NA
"ASV358"	"Bacteria"	"Myxococcota"	"Polyangia"	"Haliangiales"	"Haliangiaceae"	"Haliangium"	NA
"ASV359"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"WD260"	NA	NA	NA
"ASV360"	"Bacteria"	"Acidobacteriota"	"Holophagae"	"Subgroup 7"	NA	NA	NA
"ASV361"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"Gaiellales"	NA	NA	NA
"ASV362"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Acidobacteriales"	"Acidobacteriaceae (Subgroup 1)"	"Occallatibacter"	NA
"ASV363"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Acidobacteriales"	NA	NA	NA
"ASV364"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"Solirubrobacterales"	"67-14"	NA	NA
"ASV366"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Ilumatobacteraceae"	NA	NA
"ASV367"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Chthoniobacterales"	"Xiphinematobacteraceae"	"Candidatus Xiphinematobacter"	NA
"ASV368"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Xanthobacteraceae"	NA	NA
"ASV369"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Planococcaceae"	"Paenisporosarcina"	NA
"ASV370"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Subgroup 2"	NA	NA	NA
"ASV371"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	NA
"ASV372"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Edaphobaculum"	NA
"ASV373"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Isosphaerales"	"Isosphaeraceae"	"Aquisphaera"	NA
"ASV374"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Rubritaleaceae"	"Luteolibacter"	NA
"ASV375"	"Bacteria"	"Myxococcota"	"Polyangia"	"Polyangiales"	"Sandaracinaceae"	NA	NA
"ASV376"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Acidobacteriales"	NA	NA	NA
"ASV377"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Rhodanobacteraceae"	"Rhodanobacter"	NA
"ASV378"	"Bacteria"	"Acidobacteriota"	"Blastocatellia"	"Pyrinomonadales"	"Pyrinomonadaceae"	"RB41"	NA
"ASV379"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"Solirubrobacterales"	"Solirubrobacteraceae"	"Conexibacter"	NA
"ASV380"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Gemmatales"	"Gemmataceae"	NA	NA
"ASV381"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"WD260"	NA	NA	NA
"ASV382"	"Bacteria"	"Myxococcota"	"Polyangia"	"Haliangiales"	"Haliangiaceae"	"Haliangium"	NA
"ASV383"	"Bacteria"	"Myxococcota"	"Polyangia"	"Polyangiales"	"Polyangiaceae"	"Pajaroellobacter"	NA
"ASV384"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Xanthobacteraceae"	"Bradyrhizobium"	NA
"ASV385"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pir4 lineage"	NA
"ASV386"	"Bacteria"	"Nitrospirota"	"Nitrospiria"	"Nitrospirales"	"Nitrospiraceae"	"Nitrospira"	NA
"ASV387"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Hyphomicrobiaceae"	"Pedomicrobium"	NA
"ASV388"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Planococcaceae"	"Solibacillus"	NA
"ASV389"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Acidobacteriales"	NA	NA	NA
"ASV391"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"R7C24"	NA	NA	NA
"ASV392"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Pedosphaerales"	"Pedosphaeraceae"	NA	NA
"ASV393"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Aurantisolimonas"	NA
"ASV395"	"Bacteria"	"Chloroflexi"	"KD4-96"	NA	NA	NA	NA
"ASV396"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"Gaiellales"	NA	NA	NA
"ASV397"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Elsterales"	NA	NA	NA
"ASV398"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Chthoniobacterales"	"Xiphinematobacteraceae"	"Candidatus Xiphinematobacter"	NA
"ASV399"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"Solirubrobacterales"	"67-14"	NA	NA
"ASV400"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Xanthobacteraceae"	"Bradyrhizobium"	NA
"ASV401"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Micropepsales"	"Micropepsaceae"	NA	NA
"ASV402"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"Gaiellales"	"Gaiellaceae"	"Gaiella"	NA
"ASV403"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Ferruginibacter"	NA
"ASV404"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"IMCC26256"	NA	NA	NA
"ASV405"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA	NA
"ASV406"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Solibacterales"	"Solibacteraceae"	"Candidatus Solibacter"	NA
"ASV408"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Terrimonas"	NA
"ASV409"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Nitrosomonadaceae"	"Ellin6067"	NA
"ASV410"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"IMCC26256"	NA	NA	NA
"ASV411"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Micropepsales"	"Micropepsaceae"	NA	NA
"ASV412"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Pedosphaerales"	"Pedosphaeraceae"	NA	NA
"ASV413"	"Bacteria"	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Myxococcaceae"	NA	NA
"ASV414"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellula"	NA
"ASV415"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Micropepsales"	"Micropepsaceae"	NA	NA
"ASV416"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Corynebacteriales"	"Nocardiaceae"	"Williamsia"	NA
"ASV417"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Burkholderia-Caballeronia-Paraburkholderia"	NA
"ASV418"	"Bacteria"	"Chloroflexi"	"KD4-96"	NA	NA	NA	NA
"ASV419"	"Bacteria"	"WPS-2"	NA	NA	NA	NA	NA
"ASV420"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Isosphaerales"	"Isosphaeraceae"	"Aquisphaera"	NA
"ASV421"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Gemmatales"	"Gemmataceae"	"Zavarzinella"	NA
"ASV423"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Acidobacteriales"	NA	NA	NA
"ASV424"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Sphaerotilus"	NA
"ASV425"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Xanthobacteraceae"	"Afipia"	NA
"ASV426"	"Bacteria"	"Acidobacteriota"	"Vicinamibacteria"	"Vicinamibacterales"	NA	NA	NA
"ASV427"	"Bacteria"	"Myxococcota"	"Polyangia"	"Polyangiales"	"BIrii41"	NA	NA
"ASV428"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Acidobacteriales"	"Acidobacteriaceae (Subgroup 1)"	"Acidicapsa"	NA
"ASV429"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Bryobacterales"	"Bryobacteraceae"	"Bryobacter"	NA
"ASV430"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Gemmatales"	"Gemmataceae"	NA	NA
"ASV431"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Xanthobacteraceae"	NA	NA
"ASV432"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Acidobacteriales"	"Koribacteraceae"	"Candidatus Koribacter"	NA
"ASV433"	"Bacteria"	"Myxococcota"	"Polyangia"	"Haliangiales"	"Haliangiaceae"	"Haliangium"	NA
"ASV434"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Opitutales"	"Opitutaceae"	"Opitutus"	NA
"ASV435"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Chthoniobacterales"	"Chthoniobacteraceae"	"Chthoniobacter"	NA
"ASV436"	"Bacteria"	"Nitrospirota"	"Nitrospiria"	"Nitrospirales"	"Nitrospiraceae"	"Nitrospira"	"japonica"
"ASV438"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV439"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Microscillaceae"	NA	NA
"ASV440"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"AKYH767"	NA	NA
"ASV441"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	NA	NA
"ASV442"	"Bacteria"	"Acidobacteriota"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae"	"Stenotrophobacter"	NA
"ASV443"	"Archaea"	"Crenarchaeota"	"Nitrososphaeria"	"Nitrososphaerales"	"Nitrososphaeraceae"	NA	NA
"ASV444"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Chthoniobacterales"	"Chthoniobacteraceae"	"Candidatus Udaeobacter"	NA
"ASV445"	"Bacteria"	"Acidobacteriota"	"Vicinamibacteria"	"Vicinamibacterales"	NA	NA	NA
"ASV446"	"Bacteria"	"Acidobacteriota"	"Vicinamibacteria"	"Vicinamibacterales"	NA	NA	NA
"ASV447"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Nitrosomonadaceae"	"Ellin6067"	NA
"ASV448"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Acidobacteriales"	NA	NA	NA
"ASV449"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Dinghuibacter"	NA
"ASV450"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Ilumatobacteraceae"	NA	NA
"ASV451"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Ferruginibacter"	NA
"ASV452"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Reyranellales"	"Reyranellaceae"	"Reyranella"	NA
"ASV453"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	NA	NA
"ASV454"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA	NA
"ASV455"	"Bacteria"	"Acidobacteriota"	"Vicinamibacteria"	"Vicinamibacterales"	NA	NA	NA
"ASV456"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Solibacterales"	"Solibacteraceae"	"Candidatus Solibacter"	NA
"ASV457"	"Bacteria"	"Acidobacteriota"	"Subgroup 22"	NA	NA	NA	NA
"ASV458"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"WD260"	NA	NA	NA
"ASV459"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Pedosphaerales"	"Pedosphaeraceae"	NA	NA
"ASV460"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"Gaiellales"	NA	NA	NA
"ASV461"	"Bacteria"	"Acidobacteriota"	"Vicinamibacteria"	"Vicinamibacterales"	NA	NA	NA
"ASV462"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Micropepsales"	"Micropepsaceae"	NA	NA
"ASV463"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"Solirubrobacterales"	"Solirubrobacteraceae"	NA	NA
"ASV464"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA
"ASV465"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Acidothermaceae"	"Acidothermus"	NA
"ASV466"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Opitutales"	"Opitutaceae"	"Opitutus"	NA
"ASV467"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Micropepsales"	"Micropepsaceae"	NA	NA
"ASV468"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Acidobacteriales"	NA	NA	NA
"ASV469"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Reyranellales"	"Reyranellaceae"	"Reyranella"	NA
"ASV470"	"Bacteria"	"Armatimonadota"	"Chthonomonadetes"	"Chthonomonadales"	"Chthonomonadaceae"	"Chthonomonas"	NA
"ASV471"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Acidobacteriales"	"Koribacteraceae"	"Candidatus Koribacter"	NA
"ASV473"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Acidobacteriales"	"Acidobacteriaceae (Subgroup 1)"	NA	NA
"ASV474"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Acidobacteriales"	NA	NA	NA
"ASV475"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Chthoniobacterales"	"Chthoniobacteraceae"	"Candidatus Udaeobacter"	NA
